campaign_id,campaign_name,campaign_type,channel,target_audience,geography,start_date,end_date,budget_allocated,amount_spent,impressions,clicks,leads_generated,conversions,revenue_generated,ctr,conversion_rate,cpc,cpa,customer_acquisition_cost,campaign_status,quarter,year,satisfaction_score,bounce_rate,engagement_rate,roi_percentage
CAMP_1132,Newsletter Brand Awareness - Instagram Ads 2022,Brand Awareness,instagram ads,Senior 50+,North America,2022-02-22,2022-03-15,5675.64,2800.18,130948.0,1532.0,31.0,2.0,167.73,1.1699,0.1305,1.83,1400.09,1750.11,Paused,Q1,2022.0,3.0,92.0,1.22,-94.01
CAMP_9174,Monsoon Win-back - Social Media 2022,Re-engagement,Social Media,Professionals 25-35,Europe,2022-04-13,2022-06-12,4700.06,4440.19,324859.0,2852.0,53.0,7.0,680.86,0.8779,0.2454,1.56,634.31,792.89,Completed,Q2,2022.0,4.6,88.47,4.44,-84.67
CAMP_5508,Newsletter Brand Awareness - Facebook Ads 2022,Brand Awareness,Facebook Ads,Students,Asia Pacific,2022-02-11,2022-03-04,3444.15,3326.75,209402.0,2393.0,54.0,9.0,1342.75,1.1428,0.3761,1.39,369.64,462.05,Completed,Q1,2022.0,2.5,87.81,3.24,-59.64
CAMP_2065,Cyber Monday Win-back - Content Marketing 2023,re-engagement,Content Marketing,Mid-Age 35-50,Asia Pacific,2023-05-13,2023-07-12,11033.64,6002.56,418612.0,3374.0,149.0,60.0,8133.79,0.806,1.7783,1.78,100.04,125.05,Paused,Q2,2023.0,4.0,70.9,6.04,35.51
CAMP_1306,New Year Conversion Push - Facebook Ads 2022,Conversion,Facebook Ads,Students,Latin America,2022-01-19,2022-02-02,5236.21,4515.18,247924.0,4310.0,250.0,37.0,5171.93,1.7384,0.8585,1.05,122.03,152.54,Completed,Q1,2022.0,3.3,91.44,6.28,14.55
CAMP_8984,Monsoon Lead Gen - YouTube 2022,Lead Generation,YouTube,Mid-Age 35-50,Asia Pacific,2022-01-26,2022-04-11,15855.22,14507.42,6534860.0,34961.0,996.0,195.0,13283.82,0.535,0.5578,0.41,74.4,93.0,Completed,Q1,2022.0,3.2,71.78,6.57,-8.43
CAMP_4868,Product Launch Retention - Social Media 2022,Retention,,Professionals 25-35,Europe,2022-03-04,2022-08-31,26448.85,27505.49,1960613.0,19645.0,939.0,483.0,58827.18,1.002,2.4586,1.4,56.95,71.18,Completed,Q1,2022.0,2.8,86.88,2.96,113.87
CAMP_0335,Autumn Lead Gen - Google Ads 2022,Lead Generation,Google Ads,Young Adults 18-25,North America,2022-07-25,2022-08-01,7292.43,7095.6,56105.0,1679.0,145.0,35.0,8130.75,2.9926,2.0846,4.23,202.73,253.41,Completed,Q3,2022.0,3.6,92.0,8.74,14.59
CAMP_2519,Webinar Lead Gen - Affiliate 2022,Lead Generation,Affiliate,Senior 50+,North America,2022-12-11,2023-03-11,15720.39,11824.28,676459.0,11992.0,614.0,87.0,11048.42,1.7728,0.7255,0.99,135.91,169.89,Completed,Q4,2022.0,3.6,73.33,5.94,-6.56
CAMP_0724,Black Friday Win-back - YouTube 2023,Re-engagement,YouTube,Students,Europe,2023-12-23,2024-04-21,3506.6,3043.6,1234716.0,4968.0,151.0,17.0,2169.14,0.4024,0.3422,0.61,179.04,223.79,Active,Q4,2023.0,3.4,88.06,4.5,-28.73
CAMP_9146,Cyber Monday Lead Gen - SEO 2022,Lead Generation,SEO,Mid-Age 35-50,Asia Pacific,2022-08-29,2022-11-27,2885.62,2667.99,64766.0,2776.0,164.0,41.0,20169.76,4.2862,1.4769,0.96,65.07,81.34,Active,Q3,2022.0,3.4,52.12,15.65,655.99
CAMP_4036,Premium Conversion Push - Affiliate 2022,Conversion,affiliate,Students,North America,2022-10-10,2022-10-31,5599.33,4690.71,394399.0,6450.0,265.0,94.0,52636.14,1.6354,1.4574,0.73,49.9,62.38,Completed,Q4,2022.0,4.4,73.15,11.33,1022.14
CAMP_8147,Evergreen Win-back - Social Media 2024,Re-engagement,Social Media,Students,Asia Pacific,2024-11-15,2025-02-13,7785.3,7342.07,630581.0,6839.0,216.0,25.0,3458.18,1.0846,0.3656,1.07,293.68,367.1,Completed,Q4,2024.0,2.8,71.87,15.94,-52.9
CAMP_2315,Spring Win-back - Content Marketing 2024,Re-engagement,Content Marketing,Senior 50+,Latin America,2024-05-28,2024-11-24,64394.03,67613.73,3009161.0,45010.0,1817.0,267.0,33596.57,1.4958,0.5932,1.5,253.23,316.54,Completed,Q2,2024.0,4.3,81.75,11.22,-50.31
CAMP_9686,Win-back Retention - Email 2023,Retention,Email,Parents,Asia Pacific,2023-07-19,2023-08-09,4913.3,4006.28,174488.0,3961.0,201.0,63.0,8180.02,2.2701,1.5905,1.01,63.59,79.49,Completed,Q3,2023.0,4.0,92.0,5.29,104.18
CAMP_3131,Brand Refresh Lead Gen - YouTube 2022,Lead Generation,YouTube,Young Adults 18-25,Asia Pacific,2022-07-21,2023-01-17,3505.7,3416.94,1444380.0,5820.0,322.0,38.0,2496.41,0.4029,0.6529,0.59,89.92,112.4,Active,Q3,2022.0,3.5,76.31,4.83,-26.94
CAMP_6512,Monsoon Conversion Push - Social Media 2024,Conversion,Social Media,Students,Asia Pacific,2024-05-07,2024-05-28,,8743.83,582644.0,7209.0,267.0,62.0,410.51,1.2373,0.86,1.21,141.03,176.29,Cancelled,Q2,2024.0,3.5,80.32,1.27,-95.31
CAMP_6409,Holiday Brand Awareness - Influencer 2023,Brand Awareness,Influencer,Professionals 25-35,middle east,2023-03-15,2023-04-29,8312.14,7384.02,897945.0,5286.0,91.0,,3315.8,0.5887,0.2649,,527.43,659.29,Completed,Q1,2023.0,3.9,82.3,9.09,-55.09
CAMP_4090,Summer Win-back - Social Media 2023,Re-engagement,Social Media,Parents,Europe,2023-02-25,2023-04-11,11577.87,8027.62,915883.0,8235.0,243.0,70.0,10613.05,0.8991,0.85,0.97,114.68,143.35,Completed,Q1,2023.0,3.3,,11.43,32.21
CAMP_8713,Flash Sale Brand Awareness - Influencer 2022,Brand Awareness,Influencer,Mid-Age 35-50,Asia Pacific,2022-12-22,2023-01-12,1914.77,1526.75,226104.0,1552.0,14.0,2.0,489.59,0.6864,0.1289,0.98,763.38,954.22,Completed,Q4,2022.0,2.7,82.35,10.17,-67.93
CAMP_2207,Upsell Lead Gen - Instagram Ads 2024,Lead Generation,Instagram Ads,Professionals 25-35,Asia Pacific,2024-05-16,2024-06-15,5512.57,1408.85,107095.0,1039.0,39.0,6.0,80.1,0.9702,0.5775,1.36,234.81,293.51,Cancelled,Q2,2024.0,2.4,87.69,7.58,-94.31
CAMP_6572,Winter Win-back - Email 2024,Re-engagement,Email,Students,Asia Pacific,2024-08-19,2024-11-02,11421.29,10612.7,769360.0,12473.0,528.0,87.0,2352.78,1.6212,0.6975,0.85,121.99,,Active,Q3,2024.0,4.7,90.87,5.69,-79.4
CAMP_7960,Holiday Win-back - Email 2024,Re-engagement,Email,Young Adults 18-25,Europe,2024-07-07,2024-11-04,1546.7,1190.76,107346.0,2113.0,122.0,15.0,2261.68,1.9684,0.7099,0.56,79.38,99.23,Completed,Q3,2024.0,3.5,77.91,9.06,89.94
CAMP_8618,Premium Lead Gen - Affiliate 2022,Lead Generation,Affiliate,Professionals 25-35,North America,2022-02-05,2022-02-19,5201.03,4748.56,196357.0,6404.0,511.0,162.0,37724.59,3.2614,2.5297,0.74,29.31,36.64,Completed,Q1,2022.0,2.8,89.9,4.23,694.44
CAMP_8994,Premium Conversion Push - Influencer 2023,Conversion,Influencer,Parents,North America,2023-03-25,2023-09-21,35151.59,36909.17,4931051.0,40070.0,1466.0,558.0,205558.88,0.8126,1.3926,0.92,66.15,82.68,Completed,Q1,2023.0,2.6,73.14,10.41,456.93
CAMP_5347,Monsoon Lead Gen - Content Marketing 2022,Lead Generation,Content Marketing,Young Adults 18-25,Asia Pacific,2022-05-18,2022-06-17,2873.84,2475.88,52458.0,1284.0,164.0,30.0,5594.93,2.4477,2.3364,1.93,82.53,103.16,Completed,Q2,2022.0,3.4,82.24,0.3,125.98
CAMP_2644,Upsell Brand Awareness - Email 2023,Brand Awareness,Email,Professionals 25-35,Europe,2023-05-03,2023-05-24,5846.2,4613.07,185448.0,6144.0,164.0,40.0,3801.67,3.3131,0.651,,115.33,144.16,Completed,Q2,2023.0,4.0,77.08,8.29,-17.59
CAMP_8468,Premium Lead Gen - YouTube 2022,Lead Generation,YouTube,Young Adults 18-25,Europe,2022-01-05,2022-03-21,4525.5,3839.7,1521296.0,6824.0,270.0,47.0,2707.3,0.4486,0.6887,0.56,81.7,102.12,Completed,Q1,2022.0,3.7,92.0,3.32,-29.49
CAMP_7626,Black Friday Retention - SEO 2023,Retention,SEO,Professionals 25-35,North America,2023-02-13,2023-02-20,6495.67,2042.92,66323.0,1928.0,134.0,55.0,2759.38,2.907,2.8527,1.06,37.14,46.43,Cancelled,Q1,2023.0,4.2,75.77,15.78,35.07
CAMP_4002,Monsoon Retention - Affiliate 2022,Retention,Affiliate,Senior 50+,Europe,2022-06-23,2022-06-30,1491.62,1204.06,44656.0,1087.0,49.0,8.0,1500.5,2.4342,0.736,1.11,150.51,188.13,Completed,Q2,2022.0,3.9,91.39,5.84,24.62
CAMP_3916,Holiday Win-back - Influencer 2023,Re-engagement,Influencer,Students,Latin America,2023-09-09,2023-09-30,23101.44,3267.01,573155.0,3470.0,60.0,9.0,274.99,0.6054,0.2594,0.94,363.0,453.75,Cancelled,Q3,2023.0,4.6,83.93,13.92,-91.58
CAMP_8184,Summer Conversion Push - Content Marketing 2023,,Content Marketing,Students,Africa,2023-10-11,2024-03-09,10621.65,9807.14,311368.0,7009.0,420.0,88.0,11355.56,2.251,1.2555,1.4,111.44,139.31,Completed,Q4,2023.0,2.9,92.0,4.52,15.79
CAMP_4092,Referral Win-back - Affiliate 2022,Re-engagement,Affiliate,Professionals 25-35,Latin America,2022-01-30,2022-02-13,27033.25,25358.77,2703903.0,29245.0,1298.0,471.0,105447.65,1.0816,1.6105,0.87,53.84,67.3,Active,Q1,2022.0,3.2,75.38,8.07,315.82
CAMP_1296,Black Friday Lead Gen - Google Ads 2024,Lead Generation,Google Ads,Mid-Age 35-50,Asia Pacific,2024-01-21,2024-03-06,18377.72,3443.18,31722.0,1300.0,,31.0,1936.24,4.0981,2.3846,2.65,111.07,138.84,Cancelled,Q1,2024.0,2.7,67.54,16.69,-43.77
CAMP_0677,Cyber Monday Lead Gen - Facebook Ads 2024,Lead Generation,Facebook Ads,Professionals 25-35,Europe,2024-09-12,2024-09-26,2700.87,2707.06,76228.0,1874.0,144.0,33.0,9825.73,2.4584,1.7609,1.44,82.03,102.54,Completed,Q3,2024.0,4.7,73.63,8.08,262.97
CAMP_8439,Premium Retention - Facebook Ads 2023,Retention,Facebook Ads,Senior 50+,North America,2023-08-09,2024-02-05,20875.13,13678.3,554369.0,10270.0,522.0,146.0,35379.38,1.8526,1.4216,1.33,93.69,117.11,Active,Q3,2023.0,3.0,78.49,8.22,158.65
CAMP_5645,Festive Brand Awareness - SEO 2023,Brand Awareness,SEO,Mid-Age 35-50,Europe,2023-09-07,2023-09-28,29750.18,3685.17,44634.0,2312.0,36.0,11.0,186.05,5.1799,0.4758,1.59,335.02,418.77,Cancelled,Q3,2023.0,3.2,84.11,8.11,-94.95
CAMP_6160,Product Launch Conversion Push - Social Media 2022,Conversion,Social Media,Young Adults 18-25,Middle East,2022-07-20,2022-10-18,2425.25,1572.89,60964.0,1133.0,60.0,12.0,2180.06,1.8585,1.0591,1.39,131.07,163.84,Active,Q3,2022.0,4.2,83.78,5.8,38.6
CAMP_4149,Autumn Lead Gen - Email 2022,Lead Generation,Email,Young Adults 18-25,North America,2022-06-11,2022-06-25,37230.36,28550.33,1265278.0,40948.0,1935.0,429.0,49314.66,3.2363,1.0477,0.7,66.55,83.19,Completed,Q2,2022.0,3.5,86.4,12.04,72.73
CAMP_3726,Upsell Conversion Push - Email 2022,Conversion,Email,Mid-Age 35-50,North America,2022-10-22,2023-02-19,23046.39,16238.67,864527.0,18608.0,1053.0,548.0,30587.64,2.1524,2.945,0.87,29.63,37.04,Active,Q4,2022.0,5.0,76.9,7.23,88.36
CAMP_1458,Cyber Monday Lead Gen - Facebook Ads 2022,Lead Generation,Facebook Ads,Students,Middle East,2022-02-11,2022-03-13,44343.58,30373.25,1347014.0,20371.0,1106.0,202.0,15831.43,1.5123,0.9916,1.49,150.36,187.95,Paused,Q1,2022.0,4.5,84.32,,-47.88
CAMP_8506,Product Launch Retention - Facebook Ads 2023,Retention,Facebook Ads,Students,North America,2023-08-01,2023-10-30,6686.17,5886.51,169556.0,4489.0,213.0,29.0,3639.45,2.6475,0.646,1.31,202.98,253.73,Completed,Q3,2023.0,4.3,92.0,2.2,-38.17
CAMP_0346,Referral Conversion Push - Facebook Ads 2022,Conversion,Facebook Ads,Professionals 25-35,north america,2022-08-23,2022-09-06,25875.99,23402.53,800510.0,16247.0,560.0,115.0,13719.48,2.0296,0.7078,1.44,203.5,254.38,Completed,Q3,2022.0,3.9,73.18,2.31,-41.38
CAMP_2785,Evergreen Brand Awareness - Affiliate 2024,Brand Awareness,Affiliate,Professionals 25-35,North America,2024-01-06,2024-07-04,74747.91,68801.37,2164640.0,73146.0,1593.0,331.0,130686.32,,0.4525,0.94,207.86,259.82,Completed,Q1,2024.0,3.1,67.15,16.71,89.95
CAMP_1731,Black Friday Lead Gen - Email 2024,Lead Generation,Email,Professionals 25-35,Asia Pacific,2024-06-25,2024-09-08,19068.86,12411.46,345199.0,10999.0,783.0,185.0,,3.1863,1.682,1.13,,83.86,Completed,Q2,2024.0,2.9,81.66,12.23,60.02
CAMP_6113,Premium Conversion Push - Social Media 2024,Conversion,Social Media,Mid-Age 35-50,Latin America,2024-08-29,2024-09-28,8654.44,5265.68,313965.0,4311.0,124.0,46.0,6284.29,1.3731,1.067,1.22,114.47,143.09,Completed,Q3,2024.0,3.5,77.71,6.7,19.34
CAMP_0552,Monsoon Lead Gen - YouTube 2022,Lead Generation,YouTube,Senior 50+,Latin America,2022-09-07,2023-03-06,92344.43,91183.94,34508550.0,187858.0,7191.0,699.0,54733.16,0.5444,0.3721,0.49,130.45,163.06,completed,Q3,2022.0,3.2,87.5,3.51,-39.97
CAMP_8504,Back to School Lead Gen - Influencer 2022,Lead Generation,Influencer,Professionals 25-35,Europe,2022-04-19,2022-06-03,36148.49,33747.27,4595464.0,28852.0,1991.0,352.0,88199.87,0.6278,1.22,1.17,95.87,119.84,Completed,Q2,2022.0,4.2,78.01,8.36,161.35
CAMP_3250,Monsoon Conversion Push - Social Media 2022,Conversion,Social Media,Students,North America,2022-02-28,2022-05-29,3290.3,2708.77,164540.0,1678.0,51.0,5.0,561.57,1.0198,0.298,1.61,541.75,677.19,Completed,Q1,2022.0,4.2,80.04,0.3,-79.27
CAMP_3000,Festive Conversion Push - Influencer 2023,Conversion,Influencer,Professionals 25-35,Europe,2023-06-15,2023-09-13,,13675.69,2194270.0,10807.0,379.0,99.0,26964.07,0.4925,0.9161,1.27,138.14,172.67,Completed,Q2,2023.0,4.1,84.95,0.3,97.17
CAMP_0883,Black Friday Retention - Social Media 2024,Retention,Social Media,Senior 50+,North America,2024-04-12,2024-04-19,12428.15,12849.79,987810.0,9114.0,393.0,69.0,21216.58,0.9226,0.7571,1.41,186.23,232.79,Completed,Q2,2024.0,3.6,76.04,10.73,65.11
CAMP_3692,Brand Refresh Retention - Social Media 2023,Retention,Social Media,Mid-Age 35-50,Europe,2023-05-25,2023-06-24,15911.61,16189.29,-2144135.0314892693,15372.0,430.0,115.0,24637.59,0.9592,0.7481,1.05,140.78,175.97,Completed,Q2,2023.0,2.8,88.95,2.7,52.18
CAMP_7120,Evergreen Brand Awareness - Email 2023,Brand Awareness,Email,Students,North America,2023-09-18,2024-01-16,16875.56,17031.75,797066.0,22393.0,811.0,85.0,5837.47,2.8094,0.3796,0.76,200.37,250.47,Completed,Q3,2023.0,2.6,76.31,9.18,-65.73
CAMP_2338,Flash Sale Brand Awareness - YouTube 2024,Brand Awareness,YouTube,Young Adults 18-25,Latin America,2024-05-05,2024-05-12,13332.39,7047.53,1076257.0,9634.0,92.0,15.0,887.46,0.8951,0.1557,0.73,469.84,587.29,Paused,Q2,2024.0,3.3,82.49,5.53,-87.41
CAMP_8978,,Brand Awareness,Social Media,Mid-Age 35-50,north america,2022-10-31,2022-11-14,39111.46,38292.63,1667360.0,33293.0,399.0,47.0,4122.9,1.9967,0.1412,1.15,814.74,1018.42,Completed,Q4,2022.0,3.2,90.03,6.18,-89.23
CAMP_9005,Brand Refresh Win-back - Facebook Ads 2023,Re-engagement,Facebook Ads,Mid-Age 35-50,Asia Pacific,2023-02-07,2023-04-23,16956.2,15487.09,597219.0,12431.0,485.0,127.0,24667.64,2.0815,1.0216,1.25,121.95,152.43,Completed,Q1,2023.0,2.4,80.12,12.22,59.28
CAMP_3749,Referral Brand Awareness - Influencer 2023,Brand Awareness,Influencer,Professionals 25-35,North America,2023-05-26,2023-09-23,17501.67,18376.75,2959475.0,17806.0,308.0,35.0,8733.88,0.6017,0.1966,1.03,525.05,656.31,Completed,Q2,2023.0,3.1,,9.12,-52.47
CAMP_7711,Back to School Lead Gen - Facebook Ads 2024,Lead Generation,Facebook Ads,Professionals 25-35,North America,2024-06-17,2024-08-16,9443.43,8725.78,380655.0,6980.0,597.0,141.0,13455.44,1.8337,2.0201,1.25,61.88,77.36,Completed,Q2,2024.0,4.6,83.99,0.9,54.2
CAMP_7409,Product Launch Retention - Instagram Ads 2024,Retention,Instagram Ads,Mid-Age 35-50,Africa,2024-02-21,2024-03-06,40130.8,33613.0,3217133.0,28633.0,1059.0,220.0,118880.97,0.89,0.7683,1.17,152.79,190.98,Completed,Q1,2024.0,4.9,75.88,12.25,253.68
CAMP_2673,Autumn Brand Awareness - Facebook Ads 2024,Brand Awareness,Facebook Ads,Mid-Age 35-50,North America,2024-09-07,2025-01-05,21518.65,15549.84,940151.0,9114.0,276.0,43.0,8144.44,0.9694,0.4718,1.71,361.62,452.03,Active,Q3,2024.0,4.4,72.78,14.95,-47.62
CAMP_9100,Spring Lead Gen - Google Ads 2024,Lead Generation,Google Ads,Students,Middle East,2024-10-26,2024-11-25,18272.55,17013.87,184978.0,7892.0,429.0,75.0,10585.13,4.2665,0.9503,2.16,226.85,283.56,completed,Q4,2024.0,4.3,85.66,7.31,-37.79
CAMP_4775,Cyber Monday Lead Gen - Influencer 2023,Lead Generation,Influencer,Parents,North America,2023-01-31,2023-04-16,48414.92,46536.78,6999752.0,39319.0,1854.0,376.0,79410.36,0.5617,0.9563,1.18,123.77,154.71,Completed,Q1,2023.0,3.1,79.84,4.65,70.64
CAMP_6602,New Year Lead Gen - Affiliate 2023,Lead Generation,Affiliate,Mid-Age 35-50,North America,2023-06-04,2023-06-25,2150.42,1522.92,52826.0,2241.0,128.0,34.0,16938.56,4.2422,1.5172,0.68,44.79,55.99,Completed,Q2,2023.0,4.4,82.93,7.09,1012.24
CAMP_5110,Evergreen Brand Awareness - SEO 2022,Brand Awareness,SEO,Students,North America,2022-03-25,2022-05-24,116096.48,81646.8,2490174.0,86698.0,2254.0,246.0,36191.24,3.4816,0.2837,0.94,331.9,414.87,Completed,Q1,2022.0,3.9,84.38,11.18,-55.67
CAMP_3955,New Year Win-back - Social Media 2023,Re-engagement,Social Media,Parents,Europe,2023-07-19,2023-08-02,5106.62,5104.17,324434.0,4431.0,67.0,12.0,3291.4,1.3658,0.2708,1.15,425.35,531.68,Active,Q3,2023.0,3.2,76.32,9.25,-35.52
CAMP_7538,Referral Conversion Push - Content Marketing 2022,Conversion,Content Marketing,Students,europe,2022-05-22,2022-06-05,55534.74,44024.23,1437818.0,34693.0,1321.0,370.0,75962.43,2.4129,,1.27,118.98,148.73,Completed,Q2,2022.0,4.1,91.63,8.4,72.55
CAMP_3292,Newsletter Lead Gen - Influencer 2023,Lead Generation,Influencer,Mid-Age 35-50,Europe,2023-05-15,2023-05-29,38136.02,35373.36,5071005.0,34851.0,2090.0,448.0,90132.48,0.6873,1.2855,1.01,78.96,98.7,Completed,Q2,2023.0,1.8,75.13,9.26,154.8
CAMP_8372,Product Launch Conversion Push - Content Marketing 2023,Conversion,Content Marketing,Professionals 25-35,North America,2023-07-31,2024-01-27,21896.4,20302.85,453442.0,11557.0,462.0,152.0,9127.54,2.5487,1.3152,1.76,133.57,166.96,Completed,Q3,2023.0,4.2,76.23,7.88,-55.04
CAMP_8330,Black Friday Brand Awareness - Email 2022,Brand Awareness,Email,Mid-Age 35-50,Europe,2022-09-15,2022-11-14,2034.16,1881.35,44216.0,1577.0,25.0,4.0,498.5,3.5666,0.2536,1.19,470.34,587.92,Completed,Q3,2022.0,3.4,91.45,5.26,-73.5
CAMP_6360,Referral Conversion Push - Content Marketing 2022,Conversion,Content Marketing,Parents,Asia Pacific,2022-11-15,2023-01-14,12351.07,9860.62,226355.0,6107.0,272.0,63.0,8061.31,2.698,1.0316,1.61,156.52,195.65,Completed,Q4,2022.0,3.6,88.98,7.71,-18.25
CAMP_0022,Summer Conversion Push - Email 2022,Conversion,Email,Mid-Age 35-50,North America,2022-11-16,2023-05-15,14360.02,10435.29,600762.0,16236.0,530.0,206.0,21007.16,2.7026,1.2688,0.64,50.66,63.32,Active,Q4,2022.0,3.3,92.0,4.65,101.31
CAMP_6925,Flash Sale Win-back - Email 2024,Re-engagement,Email,Parents,Africa,2024-02-02,2024-03-03,7448.29,3911.21,405999.0,5731.0,121.0,19.0,2391.61,1.4116,0.3315,0.68,205.85,257.32,Paused,Q1,2024.0,4.3,66.53,9.46,-38.85
CAMP_6826,Winter Lead Gen - YouTube 2023,Lead Generation,YouTube,Young Adults 18-25,Middle East,2023-06-09,2023-11-06,47957.27,45376.45,6193192.0,45729.0,1121.0,171.0,19423.5,0.7384,0.3739,0.99,265.36,331.7,Active,Q2,2023.0,2.1,69.54,5.81,-57.19
CAMP_9105,Flash Sale Retention - Google Ads 2023,Retention,Google Ads,Mid-Age 35-50,Latin America,2023-08-17,2023-10-31,16131.95,12308.4,178994.0,4589.0,385.0,174.0,43833.69,2.5638,3.7917,2.68,70.74,88.42,Completed,Q3,2023.0,3.4,83.16,6.27,256.13
CAMP_9628,Evergreen Lead Gen - Social Media 2022,Lead Generation,Social Media,Professionals 25-35,Europe,2022-12-29,2023-03-29,56125.06,8232.28,669853.0,5952.0,348.0,90.0,2893.55,0.8886,1.5121,1.38,91.47,114.34,Cancelled,Q4,2022.0,3.2,82.46,5.23,-64.85
CAMP_2825,Win-back Retention - SEO 2022,Retention,SEO,Young Adults 18-25,Latin America,2022-08-11,2022-10-25,7610.71,5880.83,274661.0,4726.0,389.0,122.0,71590.3,1.7207,2.5815,1.24,48.2,60.25,Completed,Q3,2022.0,5.0,63.05,21.26,840.65
CAMP_0826,Product Launch Lead Gen - Content Marketing 2022,Lead Generation,Content Marketing,Professionals 25-35,Latin America,2022-10-04,2022-11-18,25142.96,26400.11,735086.0,14339.0,1045.0,228.0,48720.66,1.9507,1.5901,1.84,115.79,,Completed,Q4,2022.0,3.5,71.6,9.24,84.55
CAMP_2376,,Lead Generation,Facebook Ads,Parents,Europe,2023-12-18,2024-04-16,39032.84,11848.7,550283.0,8546.0,410.0,86.0,4727.02,1.553,1.0063,1.39,137.78,172.22,Cancelled,Q4,2023.0,5.0,75.3,8.95,-60.11
CAMP_5531,Monsoon Brand Awareness - Google Ads 2023,Brand Awareness,Google Ads,Professionals 25-35,North America,2023-02-09,2023-02-23,9288.9,7112.9,40645.0,2877.0,103.0,14.0,5471.64,7.0784,0.4866,2.47,508.06,635.08,Completed,Q1,2023.0,3.7,90.02,12.3,-23.07
CAMP_9990,Evergreen Win-back - YouTube 2022,Re-engagement,YouTube,Students,North America,2022-04-01,2022-08-29,85682.98,61061.4,50828505.0,100146.0,2207.0,210.0,15513.14,0.197,0.2097,0.61,290.77,363.46,Completed,Q2,2022.0,3.5,81.88,2.3,-81.89
CAMP_6910,Back to School Conversion Push - Content Marketing 2023,Conversion,Content Marketing,Professionals 25-35,Europe,2023-07-18,2023-08-01,76928.57,57370.59,1890514.0,33824.0,1744.0,722.0,162356.61,1.7891,2.1346,1.7,79.46,99.33,Active,Q3,2023.0,3.1,82.45,5.18,183.0
CAMP_3687,Premium Lead Gen - Instagram Ads 2022,Lead Generation,Instagram Ads,Professionals 25-35,North America,2022-08-06,2022-09-20,25390.11,23967.04,1683459.0,16408.0,871.0,253.0,208056.4,0.9747,1.5419,1.46,94.73,118.41,Active,Q3,2022.0,3.2,86.99,13.09,768.09
CAMP_4676,Upsell Lead Gen - Google Ads 2023,Lead Generation,Google Ads,Mid-Age 35-50,Latin America,2023-10-24,2023-12-08,14933.57,14910.86,93908.0,5034.0,505.0,172.0,8271.2,5.3606,3.4168,2.96,86.69,108.36,Completed,Q4,2023.0,3.6,85.42,6.72,-44.53
CAMP_6255,Holiday Brand Awareness - Instagram Ads 2022,Brand Awareness,Instagram Ads,Young Adults 18-25,Africa,2022-11-09,2023-02-07,3060.31,3113.18,493335.0,3103.0,71.0,7.0,377.15,0.629,0.2256,1.0,444.74,555.92,Completed,Q4,2022.0,3.2,83.9,8.43,-87.89
CAMP_8556,Festive Lead Gen - Social Media 2022,Lead Generation,Social Media,Young Adults 18-25,North America,2022-09-20,2023-01-18,24956.26,5237.46,358412.0,4575.0,183.0,27.0,723.62,1.2765,0.5902,1.14,193.98,242.47,Cancelled,Q3,2022.0,4.4,73.11,10.09,-86.18
CAMP_6798,Cyber Monday Retention - Google Ads 2022,Retention,Google Ads,Young Adults 18-25,Europe,2022-01-25,2022-06-24,56059.56,53577.53,558722.0,17527.0,1610.0,511.0,120648.32,,2.9155,3.06,104.85,131.06,Completed,Q1,2022.0,2.8,82.45,5.74,125.18
CAMP_7810,Holiday Retention - Instagram Ads 2022,Retention,Instagram Ads,Professionals 25-35,North America,2022-11-22,2022-12-13,6390.45,4962.16,498977.0,4206.0,84.0,22.0,3351.75,0.8429,0.5231,1.18,225.55,281.94,Active,Q4,2022.0,4.7,82.97,10.73,-32.45
CAMP_1541,Back to School Brand Awareness - Influencer 2023,Brand Awareness,Influencer,Mid-Age 35-50,North America,2023-10-09,2023-12-08,126406.36,107136.0,12420314.0,115721.0,2650.0,490.0,96784.57,0.9317,0.4234,0.93,218.64,273.31,Active,Q4,2023.0,3.8,82.89,6.26,-9.66
CAMP_5776,Brand Refresh Brand Awareness - Influencer 2024,Brand Awareness,Influencer,Young Adults 18-25,North America,2024-11-14,2025-02-12,2883.34,2842.26,190057.0,1988.0,23.0,3.0,306.69,1.046,0.1509,1.43,947.42,1184.28,Completed,Q4,2024.0,3.6,82.88,0.97,-89.21
CAMP_9190,Brand Refresh Retention - Email 2022,Retention,Email,Professionals 25-35,Europe,2022-06-04,2022-11-01,105669.87,52014.86,2803356.0,59188.0,3182.0,1117.0,197898.74,2.1113,1.8872,0.88,46.57,58.21,Paused,Q2,2022.0,3.5,77.99,6.93,87.28
CAMP_2681,Monsoon Brand Awareness - SEO 2022,Brand Awareness,SEO,Professionals 25-35,North America,2022-09-12,2022-09-19,3017.68,3168.56,57647.0,3164.0,86.0,13.0,1623.16,5.4886,0.4109,1.0,243.74,304.67,Completed,Q3,2022.0,3.6,84.49,1.86,-48.77
